hotel_unit,name,rating,date,review,processed_review,translated_review
Go,I,8.5,2017-12-28,"Kamar cukup luas, cocok untuk bawa keluarga, tapi menu sarapan kurang bervariasi",kamar cukup luas cocok bawa keluarga menu sarap kurang variasi,"the room is quite spacious, suitable for bringing the family, the breakfast menu is lacking in variety"
Go,Bondo B. T.,9.7,2018-08-03,Salah satu hotel yang nyaman dan menjadi tujuan utama menginap saat datang ke jogja. Dekat dengan bandara. Dekat dengan transmart jogja. Pelayanan dan keramahan pihak hotel oke. Room menginap bersih dan baik. Menu sarapannya oke. Cuma kotak sampah di dalam kamar tidak ada. Recommended pokoknya buat liburan.,salah satu hotel nyaman jadi tuju utama inap datang jogja dekat bandara dekat transmart jogja layan ramah pihak hotel oke room inap bersih baik menu sarap oke cuma kotak sampah kamar recommended pokok buat libur,"one of the comfortable hotels so the main destination for staying in Jogja is near the airport near Transmart Jogja, the hotel's friendly service is okay, the room for staying is clean, the breakfast menu is okay, just a trash box, the room is recommended, especially for holidays"
Go,BW,8.5,2017-08-26,"Bersih, dekat bandara, agak jauh dari tempat makan, parkir mobil jauh dan space dikit",bersih dekat bandara jauh tempat makan parkir mobil jauh space dikit,"clean, close to the airport, far from places to eat, car park far away, little space"
Go,Ovan A.,8.5,2022-08-09,"Memenuhi harapan dengan harga terjangkau, dan memiliki lokasi yang bagus.",penuh harap harga jangkau milik lokasi bagus,Hopefully the price is affordable for a good location
Go,RB,8.5,2018-03-11,Hotelnya sepi pengunjung kurang,hotel sepi unjung kurang,the hotel is less quiet
Go,DC,8.5,2018-09-24,"Nilai hotelnya bagus, direkomendasikan untuk tempat tidur, kamar mandi, dan keramahan karyawan. hanya satu hal yang tidak kita sukai, kamar berbau seperti kamar merokok. tidak tahu apakah tamu sebelumnya merokok banyak di dalam ruangan atau ruangan bau seperti itu dari awal.",nilai hotel bagus rekomendasi tempat tidur kamar mandi ramah karyawan satu suka kamar bau kamar rokok tahu tamu belum rokok banyak ruang ruang bau awal,good value hotel recommendations bed bathroom friendly employees one likes room smells cigarette room knows guest hasn't smoked lots of room room smells early
Go,ew,9.7,2018-04-29,Bagus nyaman mantap deh pokoknya,bagus nyaman mantap deh pokok,"good, comfortable, great, really"
Go,AM,5.6,2022-05-26,Tau Grand Orchid Hotel Yogyakarta karena pernah menginap di hotel sebrangnya dan penasaran akhirnya memutuskan untuk menginap dari tanggal 24 dan check out tanggal 26. Banyak sekali hal hal yang bikin kecewa apalagi saya datang malam hari dan menginap di kamar 1026 sesuai req di lantai tinggi. 1. Pertama kali masuk banyak guest supply seperti towel Yang tidak ada lalu 3 in 1 yang kosong. Oke saya masih berpikir positif. 2. AC yang tidak dingin sama sekali padahal sudah dinyalahkan dan ditinggal mandi kurang lebih 20 menit tapi tidak kunjung dingin. 3. Lalu untuk wifi awalnya baik baik saja saat pertama kali masuk lalu tiba tiba disconnect sendiri mencoba wifi satunya bisa tersambung tetapi tidak ada sinyal jadi saya menginap tanpa fasilitas wifi. Untuk masalah wifi dan AC dingin sudah saya kasih tau ke pihak reception dan request pmr pagi hari katanya disalurkan ke eng dan saya pun keluar untuk keliling sampai kembali ke hotel dengan ekspetasi AC dingin dan wifi yang lancar seketika sirna karena tetap sama seperti sebelum kasih tau ke pihak reception. 4. Kartu akses kamar yang serasa dikasih kunci one shoot. Karena selalu hilang waktu saya keluar atau setelah saya pakai padahal kartu tidak terkena hp atau benda benda yang bisa menghilangkan data kartu. Dan saya pikir masalahnya itu hanya ada di saya ternyata ada pengunjung lain yang mengalami case serupa. 5. Ya mungkin ini hal yang lumrah menurut saya karena saya juga paham trik ini di sheet masih terdapat beberapa noda bercak dan bulpoin yang serasa di coret coret lalu cat tembok yang terkelupas. Ya mungkin itu first impression yang cukup buruk menurut saya semoga dibperbaiki lagi dari pihak hotel karena saya serasa dikasih kamar bekas dari pihak hotel dengan segala fasilitas yang saya dapatkan little bit dissapointed.,tahu grand orchid hotel yogyakarta pernah inap hotel sebrangnya penasaran akhir putus inap tanggal check out tanggal banyak sekali bikin kecewa datang malam hari inap kamar sesuai req lantai tinggi pertama kali masuk banyak guest supply towel lalu in kosong oke pikir positif ac dingin sama sekali padahal dinyalahkan tinggal mandi kurang lebih menit kunjung dingin lalu wifi awal baik baik pertama kali masuk lalu tiba tiba disconnect sendiri coba wifi satu sambung sinyal jadi inap fasilitas wifi masalah wifi ac dingin kasih tahu pihak reception request pmr pagi hari kata salur eng keluar keliling hotel ekspetasi ac dingin wifi lancar ketika sirna tetap sama kasih tahu pihak reception kartu akses kamar serasa kasih kunci one shoot selalu hilang waktu keluar pakai padahal kartu kena hp benda benda hilang data kartu pikir masalah nyata unjung alami case rupa iya mungkin lumrah paham trik sheet dapat beberapa noda bercak bulpoin serasa coret coret lalu cat tembok kelupas iya mungkin first impression cukup buruk moga dibperbaiki pihak hotel serasa kasih kamar bekas pihak hotel segala fasilitas dapat little bit dissapointed,"I know Grand Orchid Hotel Yogyakarta, I've stayed at the opposite hotel, I'm curious about the end of the stay, the check out date, the check out date, lots of disappointments, coming in the evening, staying in the room according to the high floor req, the first time I came in, lots of guest supply towels, then it was empty, okay, think positively, the AC was completely cold, even though I blamed it on staying in take a shower for about a minute then it gets cold then the wifi starts to be fine the first time you enter then suddenly it disconnects itself, try one wifi connects the signal so stay overnight wifi facilities wifi problem ac is cold tell the reception request pmr in the morning the eng channel says go out around Hotel expectations, cold AC, WiFi runs smoothly, when it disappears, it stays the same, tell the reception, the room access card feels like it's given a one shot key, it always disappears when I go out to use it, even though the card hits the cellphone, the object is lost, the card data, I think it's a real problem, but I'm experiencing a similar case, yes, it's probably normal to understand the sheet trick. some of the ballpoint pen spots felt like they had been scribbled on then the wall paint was peeling off, yes, maybe the first impression was quite bad, hope it can be fixed, the hotel felt like they were giving me a used room, the hotel all the facilities were a little bit dissapointed"
Go,YP,5.6,2019-02-04,Beda banget sama foto di aplikasi.,beda banget sama foto aplikasi,Very different from the application photo
Go,DM,6.0,2021-10-02,Sarapannya hanya nasi kotak dan kurang enak. Selebihnya bagus.,sarap nasi kotak kurang enak lebih bagus,"The boxed rice breakfast is not good, it's better"
Go,E***o,10.0,2024-11-10,Hotel bagus dan pelayanan ramah,hotel bagus layan ramah,"good hotel, friendly service"
Go,Y***i,8.3,2024-10-21,Kurangnya fasilitas yang memadai.,kurang fasilitas pada,lack of facilities on
Go,,7.0,2022-02-05,Dari breakfast aja sih cuman dikasih nasi kotak aja gak sesuai yang diharapkan seperti biasa breakfast nya.,breakfast sih cuma kasih nasi kotak sesuai harap biasa breakfast nya,Breakfast is just a box of rice according to the usual breakfast expectations
Go,Avianto L.,9.7,2017-11-21,Tempat yang bagus dan pemandangan terbaik dan tempat kota sentral,tempat bagus pandang baik tempat kota sentral,good place with good view of central city location
Go,LH,6.2,2018-07-14,"Staf hotelnya kurang pengalamanan. Restoran tutup, kokinya pulang karena ada urusan keluarga, sehingga tidak dapat pesan makan malam. Sarapan pagi, daging ayamnya habis (2 kali) harus menunggu lama dan harus ditegur/push baru akhirnya keluar. Jadi ini hanya sifatnya masukan saja, dan semoga manajemen hotel ini bisa lebih profesional.",staf hotel kurang pengalamanan restoran tutup koki pulang urus keluarga pesan makan malam sarap pagi daging ayam habis kali tunggu lama ditegurpush baru akhir keluar jadi sifat masuk moga manajemen hotel lebih profesional,"the hotel staff lacks experience, the restaurant is closed, the chef goes home to take care of the family, orders dinner, breakfast, chicken meat, waits a long time, gets reprimanded, then finally comes out, so the character comes in. Hopefully the hotel management will be more professional."
Go,Rommy F. K.,8.8,2017-04-14,"Hotel ini besar tapi waktu check out mengambil begitu banyak waktu, mohon diperbaiki, terima kasih",hotel besar waktu check out ambil banyak waktu mohon baik terima kasih,big hotel check out time take a lot of time please kind thank you
Go,LA,6.3,2022-10-30,"Agak kaget di smoke detector nya ada lampu merah kelap kelip tapi smoke detector yang di koridor ga ada lampunya, tanya ke receptionist katanya hiraukan aja. Agak was was takut hidden CCTV. Kebersihan kamar kurang. Banyak banget semut di meja dekat TV, kamar mandi bau. Untung aja AC dingin jadi aman.",kaget smoke detector nya lampu merah kelap kelip smoke detector koridor lampu tanya receptionist kata hirau was was takut hidden cctv bersih kamar kurang banyak banget semut meja dekat tv kamar mandi bau untung ac dingin jadi aman,"I was surprised that the smoke detector had a flashing red light. Smoke detector corridor lights asked the receptionist, he said he was worried, was afraid of hidden CCTV, clean room, there weren't too many ants, the table near the TV, the bathroom smelled, fortunately the AC was cold, so it was safe."
Go,IK,10.0,2017-08-03,Dekat dengan bandara dan jogja yang indah,dekat bandara jogja indah,near beautiful Jogja airport
Go,KH,9.4,2024-07-21,"Kamar nyaman, bagus dan pelayanan ramah.",kamar nyaman bagus layan ramah,"nice comfortable rooms, friendly service"
Go,sk,8.4,2017-11-14,"Hotel yg letaknya dekat dengan badara Adisucipto. Kamar cukup luas, pelayanan yang baik dari seluruhbstaffnya, hanya ada 1 point minus dari hotel ini yaitu, sprei dan bed cover yang kotor, tapi setelah dikomplain, petugasnya langsung mengganyi dengan yang baru.",hotel letak dekat badara adisucipto kamar cukup luas layan baik seluruhbstaffnya point minus hotel sprei bed cover kotor komplain tugas langsung mengganyi baru,"The hotel is located near Adisucipto airport, the rooms are quite spacious, the flyover is good, all the staff are minus points. The hotel's bed sheets are dirty."
Go,Luthfi W. N.,9.4,2018-10-14,"Ruangan kamar sangat nyaman, kamar mandi juga bersih. Untuk melihat pemandangan luar kamar juga sangat bagus.",ruang kamar sangat nyaman kamar mandi bersih lihat pandang luar kamar sangat bagus,"the room is very comfortable, the bathroom is clean, the view outside the room is very good"
Go,PA,5.5,2019-01-04,"Lokasi oke, tempat oke, kebersihan oke, AC dingin, air panas lancar. Tapi tapi tidak boleh pinjam sendok garpu piring. Padahal di jogja dapat kiriman gudeg khas jogja yang harus saya makan di hotel. dan saya makan tanpa sendok, piring, garpu. So sad, di hotel lain selalu boleh pinjam. Bad bad bad, hilang semua rating bagusnya. Kecewa, makan bakso tanpa sendok.",lokasi oke tempat oke bersih oke ac dingin air panas lancar pinjam sendok garpu piring padahal jogja kirim gudeg khas jogja makan hotel makan sendok piring garpu so sad hotel selalu pinjam buruk buruk buruk hilang semua rating bagus kecewa makan bakso sendok,"location is okay, place is okay, clean, okay, cold AC, hot water runs smoothly, borrows spoons and forks, plates, even though Jogja sends gudeg typical of Jogja, eats at the hotel, eats spoons, plates, forks, so sad, the hotel always borrows, bad, bad, lost, all good ratings, disappointed, eating meatball spoons"
Go,Dimas S. P.,9.4,2019-01-08,"Kamar bagus sesuai dengan yang saya pesan, bersih, ruangan nyaman untuk beristirahat, lokasi dekat dengan jalan raya, ada parkir untuk kendaraan roda 2 juga. Sepertinya saya akan kesini lagi untuk kunjungan berikutnya.",kamar bagus sesuai pesan bersih ruang nyaman istirahat lokasi dekat jalan raya parkir kendara roda seperti kesini kunjung ikut,"nice room according to the message, clean, comfortable room to rest, location near the main road, parking for wheeled vehicles, like coming here, come along"
Go,AH,8.8,2018-11-20,Tolong untuk sabun mandi sebelum tamu masuk kamar dicek dulu jangan sempai tidak ada sama sekali.,sabun mandi tamu masuk kamar cek dulu jangan sempai sama sekali,"shower soap, guests enter the room, check first, don't get any smells at all"
Go,js,5.9,2017-12-23,"Bagian F n B hotel ini parah. Parah kualiti food dan beveragenya (kopi bening!) parah pula hospitality karyawan bagian ini. Selain itu, informasi minim sekali diberikan kepada tamu seolah setiap tamu sudah sering kemari. Misalnya tidak ada info bahwa room service jam 18:00 sudah tidak terima order. Tidak ada info bahwa restoran siang tidak buka. Secara hotel jauh dari tempat makan semestinya hotel ini bisa ambil kesempatan untuk gain di FBnya. satu-satunya yang menghibur adalah kamar bersih dan receptionis pria yang ramah. Selain dari itu agaknya perlu training lagi deh, salam dari Bali ya!",bagi f b hotel parah parah alit food beveragenya kopi bening parah hospitality karyawan bagi informasi minim sekali beri tamu tamu sering kemari misal informasi room service jam terima order informasi restoran siang buka hotel jauh tempat makan mesti hotel ambil sempat gain fbnya satusatunya hibur kamar bersih receptionis pria ramah agak perlu training deh salam bal iya,"for fb, the hotel is very bad, the food beverage is very clear, the coffee is very clear, the employee's hospitality gives very little information, gives guests guests often come here, for example, information on room service, hours of receiving orders, information on restaurants at noon, the hotel is open, far away places to eat, the hotel must take time to gain fb, the only entertainment is clean rooms, friendly male receptionist Kinda needs training, hello"
Go,HK,5.5,2022-07-05,"Berdebu kamarnya, mineral water nya sudah diminum orang (kemasannya terbuka).",debu kamar mineral water nya minum orang kemas buka,the dust in the mineral water room is where people drink it and open it
Go,D***k,8.5,2024-07-22,Untuk ankat koper jarak dari lobby ke parkiran bis terlalu jauh. Dan tidak ada staff yang mmbantu. Sehingga untuk rombongan bis masih kurang rekomendasi.,ankat koper jarak lobby parkir bis terlalu jauh staff mmbantu rombong bis kurang rekomendasi,"lift the suitcase, the distance to the bus parking lobby is too far, the staff helping the bus group is not recommended"
Go,Kusumaningdiah S. J.,5.7,2021-12-05,"Kasurnya keras banget gak enak, terus seprai ga begitu bersih deh. Lainnya lumayan. Mending diperbaiki keindahan kamarnya (cat yang mengelupas contohnya).",kasur keras banget enak terus seprai bersih deh lain lumayan lebih baik baik indah kamar cat kelupas contoh,"the mattress is very hard and the sheets are clean, otherwise it's pretty good, beautiful, the room has peeling paint, for example"
Go,YN,10.0,2024-06-13,Stay di sini 4hari 3malam. Pelayanan bagus semua. Ga ada kurang 1pun. Kamar tiap hari minta di makeup. Bersih wangi. Terima kasih orchid ❤️,stay sini hari malam layan bagus semua kurang kamar tiap hari minta makeup bersih wangi terima kasih orchid ,stay here at night the service is good everyone lacks rooms every day asking for clean fragrant makeup thank you orchid
Go,Maulana F. K.,10.0,2023-12-13,Top Mantap Bagus Dari Segala Aspek.,top mantap bagus segala aspek,"top, solid, good in all aspects"
Go,oF,9.4,2017-09-24,"Hotel bagus, murah, pelayanan memuaskan",hotel bagus murah layan muas,good cheap hotel with satisfactory service
Go,T***B,5.4,2024-05-06,Untuk Kamar Kasurnya udah tidak bagus dan kamar mandi licin. Dan ketika saya meminta bantal karena hanya dkasih 2 bantal tanpa ada guling harus bayar ekstra charge per bantal 25rb.,kamar kasur bagus kamar mandi licin minta bantal dkasih bantal guling bayar ekstra charge per bantal rb,"room, good mattress, slippery bathroom, asked for a pillow, given a bolster pillow, paid an extra charge per pillow, IDR"
Go,As,9.1,2024-01-17,Highly recommended for solo/couple travellers. Affordable and efficient hotel. Clean and well maintained.,highly recommended for solocouple travellers affordable efficient hotel clean well maintained,highly recommended for solocouple travelers affordable efficient hotel clean well maintained
Go,Deny N.,6.3,2022-11-01,"Security malah ngobrol sama security lain. Ga ada greeting ke tamu. Tamu kesusahan bawa barang ga ada inisiatif bantu atau paling engga bukain pintu gitu. Staf resepsionis kurang senyum semua. Padahal dulu staf yang dulu ramah semua, ga tau kok ganti baru malah berwajah muram. Hotelnya bagus, kamar bersih. Breakfast untuk rasa lumayan. Senyum sapa salam jangan sampai lupa.",security bahkan ngobrol sama security greeting tamu tamu susah bawa barang inisiatif bantu paling bukain pintu staf resepsionis kurang senyum semua padahal dulu staf dulu ramah semua tahu kok ganti baru bahkan wajah muram hotel bagus kamar bersih breakfast rasa lumayan senyum siapa salam jangan lupa,"security even chatted with security greeting guests, it was difficult for guests to carry things, the initiative to help at most opened the door, the reception staff didn't smile at all, even though in the past the staff were friendly, everyone knew why they had changed, even though their faces were gloomy, the hotel was good, the rooms were clean, breakfast, the taste was good, smile, who said hello, don't forget"
Go,bambang t.,8.5,2023-11-10,"Hotelnya bersih, nyaman, lokasi tengah kota. Cuma parkirannya sedikit tapi satpamnya sigap bisa langsung arahin kita.",hotel bersih nyaman lokasi tengah kota cuma parkir sedikit satpam sigap langsung arahin,"clean comfortable hotel in the middle of the city with just a little parking, the security guard was alert and immediately directed me"
Go,KO,8.5,2018-10-07,Pelayanan yg ramah dan kamar yg bersih dg harga yg terjangkau..,layan ramah kamar bersih harga jangkau,"friendly service, clean rooms, affordable prices"
Go,ZS,9.1,2017-05-21,"Memuaskan, dengan fasilitas yang ada serta akses lokasi cukup mudah dari bandara",muas fasilitas akses lokasi cukup mudah bandara,"Satisfied with the airport location, access facilities are quite easy"
Go,AA,8.5,2024-03-02,Oke tapi kejauhan dari pusat kota.,oke jauh pusat kota,"okay, far from the city center"
Go,rd,9.4,2017-10-02,"Dengan harga terjangkau Lokasi sangat strategis, kamar bagus, sebelumnya saya review kekurangan2 hotel tsb. Dan ternyata banyak yang sudah diperbaiki. Ruangan dan toilet bersih cuma lantainya masih berdebu. Secara keseluruhan memuaskan dan recommend untuk kembali ke sini lagi.",harga jangkau lokasi sangat strategis kamar bagus belum review kurang hotel sebut nyata banyak baik ruang toilet bersih cuma lantai debu seluruh muas recommend sini,"The price range is very strategic, the rooms are good, there are no reviews, the hotel says it's really good, the toilet room is clean, only the floor is dusty throughout, so I recommend it here"
Go,AJ,9.7,2017-06-05,"Bagus, nyaman, pelayanannya juga ok.",bagus nyaman layan,good comfortable service
Go,N***l,9.4,2024-06-24,Staffnya sangat ramah pada saat proses check in.,staffnya sangat ramah proses check in,The staff was very friendly during the check-in process
Go,s,9.0,2017-10-01,Kamarnya bersih. Lokasi deket bandara,kamar bersih lokasi dekat bandara,"clean rooms, location near the airport"
Go,H,9.1,2019-06-12,"Kamar bersih, nyaman, mohon AC kurang dingin.",kamar bersih nyaman mohon ac kurang dingin,"clean comfortable room, please let the AC not be cold enough"
Go,DR,8.5,2018-10-10,"Kamar bagus, desain menarik dan recommended untuk budget menengah.",kamar bagus desain tarik recommended budget tengah,"nice room, attractive design, recommended for middle budget"
Go,D,9.0,2018-10-16,"Hotelnya sangat strategis, ketika mau masuk kota Jogja, hotelnya terlihat jelas di pinggir jalan. Pelayanan sangat ramah. Akan tetapi parkir masih kurang cukup, bersebelahan dengan jalan raya sehingga rawan terberet, selain itu ketika check-in, kamar mandi tidak ada sabun, shampo dan alat mandi lainnya. Selain itu kamar mandi saat saya tiba cukup kotor. Tidak bersih. Overall bagus kok. Cukup recommended.",hotel sangat strategis mau masuk kota jogja hotel lihat jelas pinggir jalan layan sangat ramah parkir kurang cukup bahan jalan raya rawan beret checkin kamar mandi sabun shampo alat mandi lain kamar mandi tiba cukup kotor bersih overall bagus kok cukup recommended,"The hotel is very strategic, wants to enter the city of Jogja, the hotel has a clear view of the roadside, the service is very friendly, the parking is not enough, the road materials are prone to scratches, checkin, bathroom, soap, shampoo, other toiletries, the bathroom arrives, it is quite dirty, clean, overall it is good, it is quite recommended"
Go,Lamda T. R.,9.4,2024-10-03,"kedua kalinya menginap disini, setiap ke jogja pasti hotel pilihan pertama saya ada disini. dapatkan harga murah, dan semua permintaan terpenuhi. Saya dapat kamar di lantai paling atas dengan pemandangan Adi Sucipto, sangat nyaman untuk naik pesawat.",dua kali inap sini jogja hotel pilih pertama sini dapat harga murah semua minta penuh kamar lantai paling atas pandang adi sucipto sangat nyaman naik pesawat,"Two stays here, Jogja, first choice hotel here, get a cheap price, all ask for a full room, the top floor, Adi Sucipto's view, very comfortable by plane"
Go,Elva,8.5,2019-06-08,Nice hotel dan hotel bersih.,bagus hotel hotel bersih,nice hotel clean hotel
Go,MN,6.4,2019-09-02,Breakfastnya kurang banyak pilihan.,breakfastnya kurang banyak pilih,the breakfast doesn't have much choice
Go,TA,6.0,2018-11-26,"Staf tidak cepat tanggap, tidak ramah. Padahal hotel sedang tidak ramai penghuni.",staf cepat tanggap ramah padahal hotel sedang ramai huni,the staff responded quickly and was friendly even though the hotel was busy
Go,dadan w.,8.8,2017-05-16,Nyaman dan bersih. Terima kasih untuk menyimpan kacamata yang ketinggalan di meja resepsionis.,nyaman bersih terima kasih simpan kacamata tinggal meja resepsionis,"comfortable, clean, thank you, keep your glasses, just stay at the reception desk"
Go,Pippy Y. P. B. M.,6.1,2018-12-30,"Kamar mandi mampet, tidak tersedia sendok di kamar untuk membuat minuman padahal ada gelas tersedia, tissue hanya tersedia tissue toilet, Bak sampah hanya ada di kamar mandi, seprai terasa gatal seperti seprai yang sudah dipakai lama tapi tidak pernah diganti, pilihan channel TV sedikit. Kamar luas.",kamar mandi mampet sedia sendok kamar buat minum padahal gelas sedia tissue sedia tissue toilet bak sampah kamar mandi seprai asa gatal seprai pakai lama pernah ganti pilih channel tv sedikit kamar luas,"the bathroom is clogged, there is a spoon in the room for drinking, even though there are glasses, there are tissues, there is toilet tissue, the bathroom trash can, the sheets are itchy, the sheets have been used for a long time, never changed, choose a TV channel, the room is a bit spacious, the room is spacious"
Go,AB,6.5,2024-04-29,Dana belum cair dang belum di refund. Lama sekali.,dana cair dang refund lama sekali,funds are disbursed and refunds take a long time
Go,IK,9.7,2024-01-02,"Pelayanan oke, petugas ramah dan sangat membantu, hotelnya sangat oke dan nyaman.",layan oke tugas ramah sangat bantu hotel sangat oke nyaman,"service okay, friendly, very helpful, hotel very okay, comfortable"
Go,Z,8.5,2019-02-17,"Saya sangat puas dengan pelayanan dan fasilitas hotel, jika saya ke Jogyakarta untuk segala urusan mudah-mudahan saya tetap mendapat kamar. Orang lain tentunya yang sudah pernah menginap disini akan segera pesan. Terima kasih juga pada Traveloka yang dengan cepat memproses pesanan hotel saya.",sangat puas layan fasilitas hotel jogyakarta segala urus mudahmudahan tetap dapat kamar orang tentu pernah inap sini segera pesan terima kasih traveloka cepat proses pesan hotel,"very satisfied with the Yogyakarta hotel facilities, all matters, hopefully you will still get a room, of course you have stayed here, order immediately, thank you, traveloka, fast hotel booking process"
Go,FC,5.1,2023-01-02,"Kamar di buka bau tidak enak, handuk bau, debu, lantai kotor, tempat tidur sprei bau banyak flek-flek, kamar mandi super kotor kuning kuning licin banget tidak pernah di bersihkan, hotel perlu peremajaan plafon bawah AC sampe busuk. Super mengecewakan!",kamar buka bau enak handuk bau debu lantai kotor tempat tidur sprei bau banyak flekflek kamar mandi super kotor kuning kuning licin banget pernah sih hotel perlu remaja plafon bawah ac busuk super kecewa,open room smells delicious towels smell of dust dirty floor bed bed sheets smell lots of spots bathroom super dirty yellow yellow really slippery ever hotel needs renovations ceiling under AC rotten super disappointed
Go,Yanah,8.5,2022-05-12,"Nyaman, bersih, letak strategi.",nyaman bersih letak strategi,comfortable clean strategic location
Go,wL,8.5,2021-10-06,Saya nyaman di sini tempat bersih sayang kl malam lampu dimatikan semua gelap jadinya.,nyaman sini tempat bersih sayang kalau malam lampu mati semua gelap jadi,"It's comfortable here, the place is clean, it's a shame that at night the lights go out, everything gets dark"
Go,d,6.0,2019-06-15,"Sarapan super chaos ever. Menu sedikit, ayam opor bau, bubur dan soto ayam tapi ayamnya tidak ada dan tidak direfill (katanya ayamnya lagi direbus. Oh God!). Salad bar yang minimalis terbengkalai. Roti bakar habis terus. Nunggu refill roti datang 10 pcs/refill 😂 Omelet harus dipesan dan dibuat di kitchen. Yang datang telor dadar super tipis gada isinya. Lonjakan harga hingga hampir 3x lipat saat musim libur lebaran tidak berbanding lurus dengan peningkatan layanan dan persiapan extra. Saya coba sabar menunggu hingga keramaian mereda. Durasi sarapan saya hampir 2 jam. Dan cuma bisa minum teh. Makan sepiring kerupuk, 2 lembar roti meses dan bubur nasi dengan kecap only. Tambah telur omelet meyedihkan untuk anak saya.",sarap super chaos ever menu sedikit ayam opor bau bubur soto ayam ayam direfill kata ayam rebus god salad bar minimal bengkalai roti bakar habis terus tunggu refill roti datang pcsrefill omelet pes buat kitchen datang telor dadar super tipis gada isi lonjak harga hingga hampir tidak bisa lipat musim libur lebaran banding lurus tingkat layan siap extra coba sabar tunggu hingga ramai reda durasi sarap hampir jam cuma minum kakak perempuan makan piring kerupuk lembar roti meses bubur nasi kecap only tambah telur omelet meyedihkan anak,"Sarap super chaotic ever menu a little chicken opor smell of chicken soup porridge refilled chicken says boiled chicken god salad bar at least leave the toast running out and wait for the bread refill to come pcsrefill for the kitchen paste omelette comes super thin omelette with no filling the price jumps to the point where it can barely be folded in season Lebaran holiday appeals straight level of service, extra prepared, try to be patient, wait until the crowd subsides, breakfast duration is almost an hour, just drink, older sister, eat a plate of crackers, pieces of bread, meses, rice porridge, soy sauce, only add eggs, omelette sad child"
Go,murbiy h.,9.1,2018-03-24,"Bersih, nyaman, staffnya ramah",bersih nyaman staffnya ramah,"clean, comfortable, friendly staff"
Go,Umar T. N.,8.5,2019-01-02,"Hotelnya sangat bagus sekali, sangat cocok buat liburan sama keluarga, sebagai masukan parkirannya tolong dilebarin, sampai saya diantar sama security untuk menyimpan mobil, pelayanan oke.",hotel sangat bagus sekali sangat cocok buat libur sama keluarga masuk parkir dilebarin antar sama security simpan mobil layan oke,"Very nice hotel, very suitable for a holiday with the family. Enter the parking lot wide between security and keep the car service okay"
Go,HN,8.5,2023-02-05,"Bagus tp sayang bangunannya sudah tua, pintu wc juga tidak bisa ditutup.",bagus sayang bangun tua pintu wc tutup,good darling wake up old toilet door closed
Go,AM,8.5,2023-12-04,"Pertama nginep di sini dari review bagus bagus, dan emang bagus nyaman kamarnya minta lantai atas dikasih dong hehe kamar lumayan bersih tapi ditingkatin lagi dong biar ngga ada semutnya dan gelasnya tolong beneran dicuci ya kemaren masih ada bekas lipstik soalnya dan AC nya please banget diservice atau gimana soalnya sama sekali ngga dingin ngga kerasa weh. Untuk air panas nyala dan aman. Thanks Grand Orchid next nginep sana lagi.",pertama inap sini review bagus bagus memang bagus nyaman kamar minta lantai atas kasih dong he kamar lumayan bersih ditingkatin dong biar semut gelas beneran cuci iya kemarin bekas lipstik soal ac nya please banget diservice bagaimana soal sama sekali dingin rasa weh air panas nyala aman terima kasih grand orchid lanjut inap sana,"First stay here, good review, really good, comfortable room, ask for the top floor, please give it, the room is quite clean, please upgrade it so that the glass ants are really washed, yes, yesterday there were lipstick marks on the air conditioner, please really get it serviced, how about it, it's at all cold, it feels wow, the hot water is on safely, thank you grand Orchid continues to stay there"
Go,ig,8.5,2018-01-02,"Hotel relatif baru, akses mudah ke jalan Solo.",hotel relatif baru akses mudah jalan solo,"relatively new hotel, easy access to Solo road"
Go,PN,8.4,2018-08-09,"Kebersihan baik kamar maupun public area perlu ditingkatkan. Kesigapan petugas bagian makan terutama saat sarapan dan ada rombongan sangat perlu diperbaiki. Alat toaster diganti lah sama yang cocokbuat hotel consumption. Kemaring meginap, pintu connecting door tidak terkunci. Padahal saya hanya ambil 1 kamar.",bersih baik kamar maupun public area perlu tingkat sigap tugas bagi makan utama sarap rombong sangat perlu baik alat toaster ganti lah sama cocokbuat hotel consumption kemaring meginap pintu connecting door kunci padahal ambil kamar,"clean, both rooms and public areas, requires a level of alertness for the main meal, Sarap Rombong really needs both toasters and replacement equipment, suitable for hotel consumption yesterday, staying at the connecting door with a lock even though you took the room"
Go,DE,10.0,2022-12-03,Not bad. Gak kaya review di google yang jelek-jelek. Thankyouu.,henti buruk kaya review google jelekjelek thankyouu,"Stop being bad like a bad Google review, thank you"
Go,DK,8.5,2017-09-29,Murah bagus nyaman dan tidak bising walaupun dekat jalan raya Jogja Solo,murah bagus nyaman bising walaupun dekat jalan raya jogja solo,"cheap, good, comfortable, noisy even though it is near the Jogja Solo highway"
Go,RS,9.4,2017-05-10,"Itu adalah perjalanan singkat tapi secara keseluruhan, hotel melati yang sangat layak. Bersih, cepat layanan, koneksi WiFi yang besar, staf yang ramah dan lokasi yang besar bijaksana (dekat dengan Bandar Udara dan Transmart). Benar-benar direkomendasikan",jalan singkat seluruh hotel melati sangat layak bersih cepat layan koneksi wifi besar staf ramah lokasi besar bijaksana dekat bandar udara transmart benarbenar rekomendasi,short walk the whole jasmine hotel is very decent clean fast service great wifi connection friendly staff great location wise near the airport transmart really recommend
