hotel_unit,name,rating,date,review,processed_review,translated_review
GDHY,SI,8.7,2019-01-28,"Hotel lama terlihat dari furnitur di kamarnya sudah tua seperti di kamar mandinya juga. Pengalaman kemarin menginap dengan harga itu, worth it karena kamarnya luas.",hotel lama lihat furnitur kamar tua kamar mandi alam kemarin inap harga worth it kamar luas,Old Hotel See Old Room Furniture Natural Bathroom Yesterday Inpretates Worth It Room Prices Spacious
GDHY,DY,8.5,2019-01-29,Buat saya pribadi sudah cocoknya good lah.,buat pribadi cocok bagus lah,for personal suitable good
GDHY,PN,8.5,2018-10-26,"Kamar luas. Pertama kali masuk ke kamar kesannya spooky, karena perabotnya lumayan jadul, tapi lama lama biasa saja. Kolam renangnya enak, sarapan biasa. Untuk kamar mandi, kesannya seperti tidak pernah dibersihin, bagian shower perlu perawatan lebih.",kamar luas pertama kali masuk kamar kesan spooky perabot lumayan jaman dulu lama lama biasa kolam renang enak sarap biasa kamar mandi kesan pernah dibersihin bagi shower perlu awat lebih,The spacious room for the first time entered the room impression of spooky furniture pretty long ago a long time ago Swimming Pool Delicious Save Ordinary Bathroom Impression had been cleaned for the shower to need more
GDHY,FP,9.7,2019-10-13,"Sambil nunggu anak renang, saya coba review hotel Quality yah. Saya check in jam 18.00 lancar jaya (yaiyalah bukan jam check in😂). Bellboynya pas gak standby, jadi sempet dorong pintu dikit. Deposit 300 ribu (saya bayar pakai open cc, ternyata kembalinya 14 hari kerja-lama bener 😣) dan diminta ttd jaminan tidak merokok didalam kamar, kalo merokok kena denda 1juta. Fyi area merokok disediakan di dekat kolam renang dengan kursi dan meja yang nyaman buat ngopi-ngopi. Sarapannya standar aja: stand telur, waffle, ada roti beserta selainya, nasi goreng, nasi sayur, nasi merah, opor krecek, salad sayur, buah, bubur ayam, ketan hitam dan godogan. Minuman jus orange, jus mangga, teh dan kopi. Hotel QH termasuk hotel lama, tapi fasilitasnya lengkap, parkiran sangat luas, wifi lancar, ada playground outdoor, kolam renang pun ada untuk anak (buka jam 07.00-19.00), kolam ikan di bagian lobby dan interiornya mewah klasik. Kamar luas dan full karpet (bagi kami penting, karena suami senengnya ngegolet di karpet 😂). Kasur besar ukuran king size. Kulkas tersedia. Air mineral dalam botol kaca disediakan 2. Ada sajadah untuk sholat dan bantal tambahan disediakan di dalam lemari. Ada connecting door nya. Untuk kamar mandi tersedia bathtub dengan dinding yang rendah, jadi anak tidak butuh bantuan untuk masuk kedalamnya. Shower menempel di sisi dinding bukan di atas . Untuk toiletrisnya gak terlalu lengkap ya, hanya ada sikat gigi, shower cap, dan sabun yang wanginya enak dalam tabung dispenser. Minim banget buat saya yang suka koleksi beginian 😅. Alhamdulillah Wc pakai bidet, jadi lancar buat mendukung pembuangan. Lokasi cukup strategis karena dekat dengan kota, mall Transmart Maguwo, Mall plaza Ambarukmo, Airport Adi Sucipto. Depan hotel ada Circle K. Yang membuat saya tertarik pengen nginep di sini adalah karena serayu restonya yang menyajikan dimsum terbaik di kota Yogya. Resto ini buka dari pagi sampai jam 10 malam (dulu 24 jam). Menunya lengkap, harganya dibandrol antara 30-40 ribuan per porsi, isinya ada 3-4 pcs. Rasanya enak banget. Jangan khawatir, Makan dimsum di resto ini diskon 50% plus 10% dengan menunjukkan kartu pelajar/mahasiswa dan jika makan chinese food ada diskon 10% karena menginap di hotel ini. Oh ya klo beli minum yang murah pilih chinese tea aja. 1 poci 15 ribu boleh refill sepuasnya.",tunggu anak renang coba review hotel quality yah check in jam lancar jaya yaiyalah bukan jam check in bellboynya pas standby jadi sempat dorong pintu dikit deposit ribu bayar pakai open cc nyata kembali hari kerjalama benar minta tanda jamin rokok dalam kamar kalau rokok kena denda juta bagai informasi area rokok sedia dekat kolam renang kursi meja nyaman buat ngopingopi sarap standar stand telur waffle roti serta selai nasi goreng nasi sayur nasi merah opor krecek salad sayur buah bubur ayam ketan hitam godogan minum jus oranye jus mangga kakak perempuan kopi hotel qh masuk hotel lama fasilitas lengkap parkir sangat luas wifi lancar playground outdoor kolam renang anak buka jam kolam ikan bagi lobby interior mewah klasik kamar luas full karpet penting suami neng ngegolet karpet kasur besar ukur king size kulkas sedia air mineral botol kaca sedia sajadah sholat bantal tambah sedia lemari connecting door nya kamar mandi sedia bathtub dinding rendah jadi anak butuh bantu masuk dalam shower tempel sisi dinding bukan atas toiletrisnya terlalu lengkap iya sikat gigi shower cap sabun wangi enak tabung dispenser minim banget buat suka koleksi begini alhamdulillah wc pakai bidet jadi lancar buat dukung buang lokasi cukup strategis dekat kota mall transmart maguwo mall plaza ambarukmo airport adi sucipto depan hotel circle buat tarik inap sini rayu restonya saji dimsum baik kota yogya resto buka pagi jam malam dulu jam menu lengkap harga dibandrol ribu per porsi isi pcs rasa enak banget jangan khawatir makan dimsum resto diskon plus tunjuk kartu pelajarmahasiswa makan chinese food diskon inap hotel iya kalau beli minum murah pilih chinese tea poci ribu refill puas,"Wait for a swimming child, try reviewing the Quality Hotel, Check in the smooth time, it's not the time to check in the bellboy at the standby so it has pushed the door a little deposit. The cigarette area is available near the swimming pool, a comfortable desk chair for safety -sap. Standard Stand Stand Waffle Bread and Fried Rice Bridge Rice Vegetable Rice Opor Krecek Vegetable Salad Fruit Chicken Porridge Black Rice Rice Drinking Orange Juice Mango Juice Sister Sister Coffee Coffee Hotel Qh Entering Hotel Complete Parking Facilities Very wide Wifi smooth outdoor outdoor swimming pool children open fish pond hours for luxurious interior lobby classic rooms full of important carpet ngegolet husband large mattress carpet measuring king size refrigerator available mineral water glass bottles available pillow prayer prayer rugs more available cabinets Connecting door bathroom available low wall bathtub so children need to help enter in the shower paste the side of the wall instead of the toiletric is too complete, yes, brush the tooth shower shower, a delicious fragrant soap shower, the dispenser tube is very minimal to like this collection, thank God, the wc uses bidet so it is smooth to support the location of the location quite strategic near the city of Mall Transmart Maguwo Mall Plaza Ambarukmo Airport Adi Sucipto in front of the Circle Hotel for Tug inpiece here seduce restaurant dimsum either yogya city restaurant open morning at night first at night time complete menu price price priced with a portion of contents pcs taste really good do not worry about eating dimsum restaurant discount plus appoints a study card for students to eat chinese food discounts in the hotel Chinese Tea Poci Thousand Refill Satisfied"
GDHY,DR,9.1,2019-06-10,"Kamar luas, bersih, nyaman, saya pesan 2 kamar tapi yang 1 AC-nya tidak bisa dingin yang 1 dingin parah, menu breakfast enak and banyak pilihannya, Proses check-in cepat banget cuma 2 menit an.",kamar luas bersih nyaman pesan kamar acnya dingin dingin parah menu breakfast enak banyak pilih proses checkin cepat banget cuma menit an,"The room is spacious, comfortable, order the air conditioning room, cold cold cold, bad breakfast menu, a lot of choosing a checkin process"
GDHY,HE,10.0,2024-10-22,"Hotel yang cukup lama di jogja. Dulu namanya grand quality & termasuk hotel mewah di jaman nya. Di luar ekspektasi kmarin menginap masih sangat terjaga kualitasnya. Kebersihan, pelayanan ok. Kamar sangat bersih walaupun memang tampilannya ga modern. Sarapannya enak banget banyak jenisnya, suka banget sma vibe restonya. Harga juga termasuk worth it dibanding hotel lainnya di jogja.",hotel cukup lama jogja dulu nama grand quality masuk hotel mewah jaman nya luar ekspektasi kmarin inap sangat jaga kualitas bersih layan kamar sangat bersih walaupun memang tampil modern sarap enak banget banyak jenis suka banget sama vibe restonya harga masuk worth it banding hotel lain jogja,"Hotel for quite a long time jogja used to name Grand Quality Entering Luxury Hotels Outside Expectations Kmarin Inap is very, keep the quality of clean servants very clean even though it looks modern, very good, there are so many types of vibe restaurants."
GDHY,FR,8.5,2019-12-08,"Tempat sangat strategis, pelayanan cepat.",tempat sangat strategis layan cepat,very strategic place fast service
GDHY,DJ,9.7,2018-09-27,"Kamar luas, nyaman, bagus, lebih bagus dari fotonya, pelayanan sangat ramah",kamar luas nyaman bagus lebih bagus foto layan sangat ramah,"The spacious room is good, it's better to be a very friendly service photo"
GDHY,DD,10.0,2024-04-12,"Favorit tempat untuk menginap. Pelayanan terbaik dari staffnya, variasi dan rasa makanan di atas rata-rata. Pertahankan dan semakin berkembang lagi. Thanks GDHY.",favorit tempat inap layan baik staffnya variasi rasa makan atas ratarata tahan makin kembang terima kasih gdhy,Favorite places to be serviced both staff variations in the taste of food for the average resistant more and more flower thank you gdhy
GDHY,w,10.0,2024-04-23,Hotelnya sangat sangat bersih dan management profesional. Breakfast sangat enak recomanded untuk. Menginap di hotel ini.,hotel sangat sangat bersih management profesional breakfast sangat enak recomanded inap hotel,"Hotel is very, very clean management professional breakfast is very delicious recommended hotel"
GDHY,ph,9.7,2019-05-11,"Rasa-rasanya ini salah satu hotel yang pernah saya inapi dengan kamar yang sangat luas (dibandingkan hotel tetangganya yang pernah saya inapi juga hotel). Walaupun hotel tua terlihat dari interior yang agak sedikit klasik tetapi semua fasilitas masih sangat cukup terawat. Di dalam kamar banyak meja/rak-rak untuk menaruh barang, suka? Sarapan cukup enak terutama nasi gudeg dan bubur ayamnya, sosisnya juga enak. Yang kurang sesuai selera saya hanya sayur tumisnya dan mie gorengnya sepertinya kebanyakan lada. Dan satu lagi yang enak itu sop dagingnya seperti rawon tapi dengan bumbu yang berbeda agak sedikit manis, Sayangnya hanya ada di hari pertama saya menginap, 2 hari lainnya sop tersebut diganti dengan sop sayur biasa. Buah terlalu dingin dan pudingnya juga kemanisan menurut saya. pelayanan ramah, WiFi putus sambung, WiFi ini yang paling disayangkan, Karena sinyal operator saya juga tidak begitu lancar di kamar hotel, cukup dekat dengan pusat perbelanjaan transmart bisa ditemput dengan berjalan kaki. Dan Ambarrukmo Plaza sekitar 10 menit berkendara.",rasarasanya salah satu hotel pernah inap kamar sangat luas banding hotel tetangga pernah inap hotel walaupun hotel tua lihat interior sedikit klasik semua fasilitas sangat cukup awat kamar banyak mejarakrak taruh barang suka sarap cukup enak utama nasi gudeg bubur ayam sosis enak kurang sesuai selera sayur tumis mie goreng seperti banyak lada satu enak sop daging rawon bumbu beda sedikit manis sayang hari pertama inap hari lain sop sebut ganti sop sayur biasa buah terlalu dingin puding manis layan ramah wifi putus sambung wifi paling sayang sinyal operator lancar kamar hotel cukup dekat pusat belanja transmart ditemput jalan kaki ambarrukmo plaza menit kendara,"Rasary one of the hotels, the room is very spacious, the neighboring hotel has ever been hotel in the hotel even though the old hotel. Like a lot of pepper, one delicious soup, spice rawon meat, a little sweet, unfortunately the first day is in another day soup. Sop, replace the usual vegetable soup, the fruit is too cold. Disconnect Wifi The most loves the operator's operator signal the hotel room is quite close to the transmart shopping center."
GDHY,sarvony l.,9.7,2017-08-07,"Sangat memuaskan kamarnya yang besar, pelayanan juga Bagus.",sangat muas kamar besar layan bagus,Very good room Layan Bagus
GDHY,NN,6.6,2019-11-26,"Mau check-in lama banget alesan hotel belum terima voucher, receptionist juga tidak ramah! Hotelnya sih nyaman tapi pekerjanya jelek sekali sifatnya tidak membantu sama sekali kalau tidak salah receptionist namanya Wisnu!",mau checkin lama banget alas hotel terima voucher receptionist ramah hotel sih nyaman kerja jelek sekali sifat bantu sama sekali kalau salah receptionist nama wisnu,"I want to check the hotel for a long time, receive hotel -friendly receptionist vouchers, it's very comfortable to work badly at all if the wrong receptionist"
GDHY,HA Girsang,9.7,2018-11-28,,,
GDHY,MR,9.7,2018-12-06,"Perkembangan yang menuju lebih baik, semuanya diperbarui bagus, hanya saja listrik kemarin beberapa kali mati dan generator tidak otomatis menyala.",kembang tuju lebih baik semua baru bagus listrik kemarin beberapa kali mati generator otomatis nyala,Development Flower Better All New New Electricity Yesterday Several times Automatic Generator Automatically On
GDHY,M***i,10.0,2024-07-07,Staff hotelnya ramah dan kamarnya nyaman.,staff hotel ramah kamar nyaman,Comfortable room -friendly hotel staff
GDHY,MF,10.0,2019-12-31,,,
GDHY,Eli N.,10.0,2018-06-17,Hotel lama dan kebetulan anak-anak suka banget hotel yang ada bathtubnya. Hotel sebenarnya kalau menurut anak-anak saya.,hotel lama betul anakanak suka banget hotel bathtubnya hotel benar kalau anakanak,"The old hotel is really really like the bathtub hotel, the hotel is right if the children"
GDHY,Dimas P.,9.0,2020-01-06,"Hotel bagus, makanannya enak, recommended.",hotel bagus makan enak recommended,Good hotel eating delicious recommended
GDHY,AD,6.0,2018-08-29,Ruangannya luas. Tapi sprei dan selimutnya kotor dan terkesan sprei lama.,ruang luas sprei selimut kotor kes sprei lama,spacious space for dirty blanket bed linen for old bed linen
GDHY,Jason F.,8.5,2020-03-08,"Kamar nya mantap meskipun yang tipe delux, pelayanan profesional dan breakfast nya pun enak",kamar nya mantap meski tipe delux layan profesional breakfast nya enak,the room is great even though the deluxe type of Breakfast is delicious
GDHY,AD,8.5,2019-01-31,Hotel bersih dan elegan untuk harga hotel lumayan terjangkau.,hotel bersih elegan harga hotel lumayan jangkau,Elegant Clean Hotel Hotel prices are pretty possible
GDHY,BA,8.5,2023-11-24,"Kami sudah cukup sering menginap di hotel ini sejak tahun 1995-an, kamar dan bathroom yang luas melebihi hotel-hotel lain menjadi nilai tambah, apalagi dengan connecting door, selalu memudahkan kami sekeluarga.",cukup sering inap hotel sejak tahun an kamar bathroom luas lebih hotelhotel jadi nilai tambah connecting door selalu mudah keluarga,Quite often the hotel inpatients since the year of the room in the rooms of the Bathroom more area of ​​the hotel so the added value of Connecting Door is always easy to the family
GDHY,SATYA S. P.,9.1,2023-05-10,Room is clean. Breakfast was good. Plenty parking space.,room is clean breakfast was bagus plenty parking space,Room is Clean Breakfast Was Bagus Plenty Parking Space
GDHY,za,8.5,2019-01-28,"Fasilitas lengkap, mulai kamar mandi, alat pembuat teh kopi, tempat tidur, bersih, hanya saja koneksi internetnya sulit untuk di akses.",fasilitas lengkap mulai kamar mandi alat buat kakak perempuan kopi tempat tidur bersih koneksi internetnya sulit akses,Complete facilities from the bathroom tool for older sister coffee beds clean internet connection is difficult to access
GDHY,BJ,8.8,2018-01-06,"Mungkin karena hotelnya agak tua, bath tubnya kayak ada bekas yang tidak bisa hilang gitu, kamar luas, kebersihannya lumayan, AC dan air panas lancar, lokasi dekat bandara dan bisa antar jemput free, menu sarapannya beragam dan enak.",mungkin hotel tua bath tubnya kayak bekas hilang kamar luas bersih lumayan ac air panas lancar lokasi dekat bandara antar jemput free menu sarap agam enak,"maybe the old hotel bath tub like a used loss of room, a lot of a fairly hot air conditioning, a smooth location near the airport, the shuttle is free menu."
GDHY,RP,9.4,2024-01-06,"Bagus sih, pernah baca di tiktok tentang horror/serem tapi alhamdulillah tidak mengalami kejadian horror apapun selama 2 hari menginap di sini, saya juga bawa bayi 8 bulan alhamdulillah aman-aman saja. Hanya saja kalau malam lampu koridor warna kuning dan kurang terang😅 itusih yang bikin aga takut (karena saya orangnya penakut). Kamar hotelnya banyak banget tapi tamunya under 100 orang bahkan 50 orang maybe (karena aku kesana pas tanggal 2 Januari dimana udah bukan musim liburan dan udah pada masuk sekolah/kerja😅) makanya keliatan sepi/serem menurutku. Dan pelayanannya bagus mantap, kalau ada yang ga sesuai atau ada yang rusak langsung call service room aja pasti langsung didatengin cepat banget buat dibenerin. Breakfast nya lumayan lah standar ngga yang enak banget tapi juga ga buruk. ⭐️5 intinya semoga tambah ramai ya. Sukses selalu. Oh iya hotel ini sangat terbuka dengan kritik dan saran gaes.",bagus sih pernah baca tiktok horrorserem alhamdulillah alami jadi horror apa lama hari inap sini bawa bayi bulan alhamdulillah amanaman kalau malam lampu koridor warna kuning kurang terang itusih bikin aga takut orang takut kamar hotel banyak banget tamu under orang bahkan orang mungkin aku kesana pas tanggal januari bukan musim libur masuk sekolahkerja makanya lihat sepiserem turut layan bagus mantap kalau sesuai rusak langsung call service room langsung didatengin cepat banget buat dibenerin breakfast nya lumayan lah standar enak banget buruk  inti moga tambah ramai iya sukses selalu iya hotel sangat buka kritik saran gaes,"It's good to ever read Tiktok Horroranerem Alhamdulillah, it experiences horror, what is the long day of the day, bring the baby, Alhamdulillah, Amanaman, if the yellow corridor lights are not bright, it makes me afraid that people are afraid of hotel rooms, there are so many guests under people and even people might go there on January. The holiday season is to go to school, so see the Sepserem, the service is good, good if it is according to damage directly, call service rooms directly, it is very fast to generate The breakfast is pretty good standard really bad, the core is more crowded, yes, it's always successful, yes the hotel is very open criticism of advice"
GDHY,G,9.1,2020-01-28,"Kamarnya sangat bagus dan persis seperti pada gambar dari web. Sarapan lezat Makanan, kolam renang yang bagus. direkomendasikan untuk menginap selama akhir minggu atau liburan. Hotel bintang empat yang bagus",kamar sangat bagus persis gambar web sarap lezat makan kolam renang bagus rekomendasi inap lama akhir minggu libur hotel bintang empat bagus,The room is very good exactly the Delicious Solip Delicious Web Image Eat a Good Swimming Pool Recommended Long Long Weekends
GDHY,LM,10.0,2018-08-03,"Kamar luas desainnya bagus (warm dan modern), masih dalam proses renovasi, sarapan enak.",kamar luas desain bagus warm modern proses renovasi sarap enak,a spacious room for a good modern warm design process
GDHY,Jason F.,9.4,2020-01-26,"Pelayanan yang mantap, nyaman, tenang.",layan mantap nyaman tenang,Steady service comfortable calm
GDHY,SM,9.7,2018-12-27,Sarapannya banyak variasi dan ada tamannya juga yang menyegarkan mata di pagi hari.,sarap banyak variasi taman segar mata pagi hari,Sarap a lot of variations of the garden of fresh eyes in the morning
GDHY,B,9.7,2019-12-30,"Sangat memuaskan, pemesanan saya di awal 1 ranjang besar, tetapi saat check-in ranjang tersebut tidak ada. Awalnya saya sangat kecewa karena pihak hotel tidak ada solusi. Akan tetapi manajer hotel saat itu meng-upgrade kamar saya ke tipe yang lebih tinggi untuk mengobati kekecewaan saya. Saya sangat puas dan akan datang dan menginap lagi di hotel ini di kesempatan yang akan datang.",sangat muas mesan awal ranjang besar checkin ranjang sebut awal sangat kecewa pihak hotel solusi manajer hotel mengupgrade kamar tipe lebih tinggi obat kecewa sangat puas datang inap hotel sempat datang,"Very well -known at the beginning of the big bed checkin Bed, call the beginning, very disappointed, the hotel solutions to the hotel manager upgrades the higher type of room, the drug is very satisfied with coming the hotel."
GDHY,EA,8.5,2018-12-31,"Hotel bagus dan fasilitas baik dan pelayanan juga baik, terbaik di Jogyakarta jawa tengah.",hotel bagus fasilitas baik layan baik baik jogyakarta jawa tengah,good hotel good facilities good service good good jogyakarta central Java
GDHY,pm,9.1,2024-09-25,"Akan menginap lagi dihotel ini, pelayanannya oke, staf ramah, dapet kamar yang luas, bersih dan ada balkonnya. Sangat menyenangkan,. Terima kasih grand diamond",inap hotel layan oke staf ramah kamar luas bersih balkon sangat senang terima kasih grand diamond,INAP HOTEL LAYAN OKE WORTH STAFFS WORDS CLEAN BALCON Very happy thank you Grand Diamond
GDHY,HY,10.0,2017-01-02,"Buat yang suka suasana tenang, nyaman, damai, menginap lah disini.",buat suka suasana tenang nyaman damai inap lah sini,make a comfortable atmosphere comfortable peaceful peace here
GDHY,MS,9.0,2023-03-17,"Ruangan kamar lumayan luas, bersih.",ruang kamar lumayan luas bersih,the room is quite spacious clean
GDHY,m,10.0,2017-10-24,"Dekat dengan bandara, kalau ke Yogya, mau bermalam di GQ lagi.",dekat bandara kalau yogya mau malam gq,near the airport if Yogya wants night gq
GDHY,Maya G.,9.1,2019-08-18,"Kamar luas, sarapan enak, lokasi dekat bandara.",kamar luas sarap enak lokasi dekat bandara,room area area
GDHY,rr,8.5,2024-05-26,Meskipun nuansa hotel lama tapi bagus semua. Bersih. Makanan enak. Security gak ada pas dateng kami malam kesannya parkiran hotel tidak ada yang jaga. Selebihnya Bagus.,meski nuansa hotel lama bagus semua bersih makan enak security pas datang malam kesan parkir hotel jaga lebih bagus,"even though the nuances of the old hotel are good, all clean eating delicious security when arriving at night the impression of parking the hotel is better"
GDHY,Peyi H.,8.5,2019-06-24,"Akomodasi ini sangat cocok untuk urusan acara kantor seperti workshop, pelatihan dan lain-lain.",akomodasi sangat cocok urus acara kantor workshop latih lainlain,Accommodation is very suitable to take care of other training workshop office events
GDHY,JS,10.0,2018-11-09,"Kamarnya lega, bersih, kamar mandinya asik, pelayanannya ramah-ramah.",kamar lega bersih kamar mandi asik layan ramahramah,Relieved Room Clean Bathroom Fun Layan Friendly
GDHY,RM,8.5,2018-07-04,"Kamar nyaman, parkir luas, makanan enak",kamar nyaman parkir luas makan enak,Comfortable rooms Parking spacious eating delicious
GDHY,ar,8.5,2017-05-07,Pelayanan bagus makan enak kamar bersih dan nyaman,layan bagus makan enak kamar bersih nyaman,Good service Eat deliciously comfortable clean rooms
GDHY,RW,9.4,2018-08-24,"Kamarnya besar banget. Awalnya berpikir agak old style tapi ternyata engga. Walau breakfastnya biasa, tapi overall puas. Thank you.",kamar besar banget awal pikir old style nyata breakfastnya biasa overall puas thank you,really big room at the beginning of thinking old style real breakfast usual overalls satisfied thank you
GDHY,DI,8.8,2018-07-14,"Bersih, nyaman, siplah.",bersih nyaman sip,Clean comfortable sip
GDHY,Puspita D.,10.0,2020-03-08,Kamar nyaman luas ada bathtub sayang minuman masih botolan bukan air kemasan sarapan enak lengkap.,kamar nyaman luas bathtub sayang minum botol bukan air kemas sarap enak lengkap,"The room is comfortable, the spacious bathtub dear to drink bottles instead of water package"
GDHY,qi,9.7,2018-06-25,"Kami mulai check-in tgl 15 juni 2018 pukul 14.30, kami langsung ke resepsionis dan langsung di berikan kamar 714, Alhamdulillah kami dapat kamar tidak jauh dari pintu lift... beberapa jam kami istirahat, ternyata kondisi AC kamar tidak dingin sama sekali, Kami langsung komplain dan alhamdulillah respon cepat ditanggapi kami dipindah kamar menjadi kamar 739, di ujung lorong, Ternyata kami coba dan bertahan tapi AC bermasalah kembali, Lagi dan lagi kami komplain dan akhirnya kami diberikan kamar dan pindah lantai menjadi 410, alhamdulillah kamarnya baru bagus dan dingin, CQ sedang dalam renovasi, seajuh ini saya dan keluarga puas dengan layanan dan respon dari pihak hotel, dari keramahan dan makanan alhamdulillah sangat puas, insya allah kalau kami berkunjung ke jogja akan menginap lagi di CQ... terima kasih, dan terima kasih Traveloka sudah mempermudah holiday kami.",mulai checkin tanggal juni pukul langsung resepsionis langsung ikan kamar alhamdulillah kamar jauh pintu lift beberapa jam istirahat nyata kondisi ac kamar dingin sama sekali langsung komplain alhamdulillah respon cepat tanggap pindah kamar jadi kamar ujung lorong nyata coba tahan ac masalah komplain akhir beri kamar pindah lantai jadi alhamdulillah kamar baru bagus dingin cq sedang renovasi seajuh keluarga puas layan respon pihak hotel ramah makan alhamdulillah sangat puas insya allah kalau kunjung jogja inap cq terima kasih terima kasih traveloka mudah holiday,"Starting Checkin on June at the Direct Reception of the Receptionist Fish, Alhamdulillah, the room is far away, the elevator door is a few hours, the condition of the cold room, the condition of the cold room, immediately complain, the response is fast. new room good cold cq is being renovated as a family satisfied serving the response of the hotel friendly, thank God, very satisfied, God willing, if you visit jogja cq, thank you Traveloka is easy holiday"
GDHY,nur p. a.,8.5,2023-01-01,"Lobinya sangat aestetik, kamarnya juga bagus ada aksen kayu kayunya, ada chinese restaurant juga",lobi sangat aestetik kamar bagus aksen kayu kayu chinese restaurant,Lobby Very Aesthetic Good Room Akcent of Wood Wood Chinese Restaurant
GDHY,HE,8.5,2018-12-31,Hotel bintang 4 serasa bintang 5 recommended sekali kalau ke Jogjakarta.,hotel bintang serasa bintang recommended sekali kalau jogjakarta,Bintang Hotel Feels like Bintang Recommended that Jogjakarta
GDHY,LH,9.7,2018-01-02,Semuanya baik kecuali saya mendapat pengalaman buruk karena pintu saya benar-benar tidak bisa dibuka setelah saya keluar. Atau bisa dikatakan setelah kamar saya dibersihkan oleh layanan kamar. Dan itu membuat saya pergi ke resepsionis untuk memperbarui kartu kamar saya lagi dan lagi.,semua baik dapat alam buruk pintu benarbenar buka keluar kata kamar bersih layan kamar buat pergi resepsionis baru kartu kamar,Everything good can be bad the door really opens the word clean room service to go to the new receptionist to the room card
GDHY,k,9.7,2023-11-30,Kamar luas. Sangat bagus. Recommended.,kamar luas sangat bagus recommended,"The room is very good, recommended"
GDHY,C***h,8.5,2024-07-13,"Secara keseluruhan hotel ini bagus, kamar suite mereka sangat bagus, terima kasih atas pujian sambutan di kamar.",seluruh hotel bagus kamar suite sangat bagus terima kasih atas puji sambut kamar,"The entire hotel is good suite room very good, thank you for welcoming the room"
GDHY,RC,9.7,2018-07-23,Bersih dengan staf yang sangat ramah,bersih staf sangat ramah,Clean Staff Very Friendly
GDHY,MP,8.5,2022-10-25,"Nilai plus untuk kebersihan kamar, fasilitas penunjang seperti kolam renang, resto dan lain-lain belum tersedia karena masih renovasi/masa trial opening, jumlah SDM juga masih sangat kurang. Central AC baru dan nyaman tapi masih ada kebocoran di kamar 517.",nilai plus bersih kamar fasilitas tunjang kolam renang resto lainlain sedia renovasimasa trial opening jumlah sdm sangat kurang central ac baru nyaman bocor kamar,Plus Clean Room Facilities Swimming pool Facilities Other restaurants are available renovasimasa trial opening the number of HR is very lacking central AC new comfortable leaky room
GDHY,T Hadriyanto S.,6.5,2018-05-19,Kamar hotel oke tapi makan di kamar sangat buruk.,kamar hotel oke makan kamar sangat buruk,hotel rooms okay eating very bad rooms
GDHY,KA,9.3,2018-06-18,"Overall pas sih, cuma waktu sarapan terlalu crowded. Berasa sarapan di pasar tanah abang desak-desakan. Menunya kurang variatif.",overall pas sih cuma waktu sarap terlalu crowded asa sarap pasar tanah abang desakdesakan menu kurang variatif,"Overall just right when I just saved too crowded, I said that the Tanah Tanah Market was added to the menu was not varied"
GDHY,Rs,10.0,2018-07-10,"Puas sangat puas. Tidak ada celah, sempurna. Rekomendasi banget untuk yang stay di Yogya untuk liburan atau apa pun. Makanannya luar biasa, enak dan puas.",puas sangat puas celah sempurna rekomendasi banget stay yogya libur apa makan luar biasa enak puas,satisfied very satisfied with the gap perfectly recommendations for stay yogya is a holiday or unusually delicious eating satisfied
GDHY,HR,9.7,2020-02-17,"Kamar bersih, staf ramah, tempat yang bagus untuk tinggal selama di Yogyakarta",kamar bersih staf ramah tempat bagus tinggal lama yogyakarta,Clean Room Friendly Staff Place Good Long Long Yogyakarta
GDHY,Agung G. W.,8.5,2023-06-12,"Tempatnya nyaman, kamarnya luas, kamar mandi ada bathub nya, tempatnya juga tenang.",tempat nyaman kamar luas kamar mandi bathub nya tempat tenang,a comfortable place to room spacious bathroom bathroom
GDHY,ap,6.1,2017-04-25,Kondisi handuk yang sangat buruk,kondisi handuk sangat buruk,The condition of the towel is very bad
GDHY,AP,8.5,2018-10-23,"Meskipun bangunan lama tapi sangat nyaman, pelayanan ramah, waktu check-in cepat.",meski bangun lama sangat nyaman layan ramah waktu checkin cepat,"Although I wake up for a long time, very comfortable service to be friendly check in fast"
GDHY,SS,8.5,2023-12-22,Sangat memuaskan & kamarnya luas.,sangat muas kamar luas,very spacious room
GDHY,AA,8.8,2018-07-05,,,
GDHY,EJ,6.7,2017-04-06,"Kamar baunya tidak sedap dan banyak debu, staff cukup ramah dan membantu",kamar bau sedap banyak debu staff cukup ramah bantu,The room smells delicious a lot of staff dust is quite friendly
GDHY,SS,8.5,2018-04-14,"Sesuai dengan harganya, hair drynya sudah sangat kuno",sesuai harga hair drynya sangat kuno,according to the price of the hair dry is very ancient
